audio_filename,transcript,supcon_id,supcon_ngram_n
dataset/UWB/uwb-atcc_ACCU-0agmXf_000000_000395_AT.wav,sky shuttle one one four zero now descend flight level three three zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-0agmXf_000479_000630_PI.wav,descending flight level three,-1,-1
dataset/UWB/uwb-atcc_ACCU-0agmXf_000665_000738_PI.wav,k oscar zulu,-1,-1
dataset/UWB/uwb-atcc_ACCU-0agmXf_000964_001554_PIAT.wav,austrian three two three golf climb flight level three four zero level three four zero austrian three two three g,-1,-1
dataset/UWB/uwb-atcc_ACCU-0agmXf_001730_002224_AT.wav,sky shuttle one one four zero contact vienna one three four four four zero bye bye,-1,-1
dataset/UWB/uwb-atcc_ACCU-0agmXf_002600_003006_PI.wav,one three four four four zero sky shuttle one one four zero bye,-1,-1
dataset/UWB/uwb-atcc_ACCU-0agmXf_003172_003449_PI.wav,praha radar nine zero whiskey level t,-1,-1
dataset/UWB/uwb-atcc_ACCU-0agmXf_003544_004191_AT.wav,adriana nine three whiskey hello radar contact proceed to mikov squawk one four six zero bye bye sorry,-1,-1
dataset/UWB/uwb-atcc_ACCU-0agmXf_005167_005527_AT.wav,lufthansa two five five zero squawk one four five two,-1,-1
dataset/UWB/uwb-atcc_ACCU-0agmXf_005602_005744_PI.wav,squawking one four fi,-1,-1
dataset/UWB/uwb-atcc_ACCU-0agmXf_005767_006058_PI.wav,two lufthansa five two five five zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-0CUxlz_000190_000379_AT.wav,lufthansa seven three nine praha,-1,-1
dataset/UWB/uwb-atcc_ACCU-0CUxlz_000496_000897_PI.wav,lufthansa seven three nine radio descending down level three five zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-0CUxlz_000944_001520_AT.wav,good afternoon lufthansa seven three nine praha radar contact descend flight level three zero zero level by rapet,-1,-1
dataset/UWB/uwb-atcc_ACCU-0CUxlz_001611_002050_PI.wav,lufthansa seven three nine descending flight level three zero zero level,-1,-1
dataset/UWB/uwb-atcc_ACCU-0fMimX_000121_000517_PI.wav,praha good morning lufthansa one uniform xray passing flight level,-1,-1
dataset/UWB/uwb-atcc_ACCU-0fMimX_000551_000740_PI.wav,flight level two eight zero to agnav,80,5
dataset/UWB/uwb-atcc_ACCU-0fMimX_000793_001141_AT.wav,lufthansa one uniform xray praha radar contact,-1,-1
dataset/UWB/uwb-atcc_ACCU-0fMimX_001163_001268_AT.wav,standby for higher,-1,-1
dataset/UWB/uwb-atcc_ACCU-0H4CW3_000067_000438_PI.wav,radar aero flot one two two good afternoon passing flight level two,-1,-1
dataset/UWB/uwb-atcc_ACCU-0H4CW3_000509_000805_PI.wav,eight climb flight level two eight zero,62,6
dataset/UWB/uwb-atcc_ACCU-0H4CW3_000933_001628_AT.wav,aero flot one two two hello radar contact proceed to pemur climb to flight level three one zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-0H4CW3_001764_002136_PI.wav,climbing level three one zero cleared to direct pemur aero flot one two two,-1,-1
dataset/UWB/uwb-atcc_ACCU-0H4CW3_002267_003031_PIAT.wav,praha good afternoon malaysian two one flight level three three zero squawking zero six four seven malaysian two one hello radar contact maintain flight level three three zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-0H4CW3_003102_003278_PI.wav,level three three zero malaysian two one,-1,-1
dataset/UWB/uwb-atcc_ACCU-0iyG6P_000000_000605_AT.wav,csa two nine six proceed to pepik climb to flight level three nine zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-0iyG6P_000667_001058_PI.wav,proceed to pepik climb flight level three nine zero csa two nine six,-1,-1
dataset/UWB/uwb-atcc_ACCU-0iyG6P_001677_001928_PI.wav,good evening three eight papa golf,-1,-1
dataset/UWB/uwb-atcc_ACCU-0iyG6P_001960_002203_PI.wav,climbing flight level one six zero direct rap,81,5
dataset/UWB/uwb-atcc_ACCU-0iyG6P_002282_003032_PIAT.wav,easy three papa golf praha good evening radar contact climb to flight level two six zero climb to flight level two six zero easy three papa golf,-1,-1
dataset/UWB/uwb-atcc_ACCU-0iyG6P_003156_003836_PIAT.wav,praha good evening german wings three one zero flight level three five zero german wings three one zero good evening radar contact direct pepik,-1,-1
dataset/UWB/uwb-atcc_ACCU-0iyG6P_003860_004124_PI.wav,german wings three one zero inbound pepik thank you very mu,-1,-1
dataset/UWB/uwb-atcc_ACCU-0iyG6P_005277_005511_PI.wav,praha radar,154,2
dataset/UWB/uwb-atcc_ACCU-0iyG6P_005746_006273_PI.wav,morning aero flot one two four passing two five zero climbing two eight zero direct,-1,-1
dataset/UWB/uwb-atcc_ACCU-0iyG6P_006296_006497_PI.wav,and what about radial direct to,-1,-1
dataset/UWB/uwb-atcc_ACCU-0iyG6P_006620_006965_AT.wav,aero flot one two four good evening radar contact i will call you,-1,-1
dataset/UWB/uwb-atcc_ACCU-0mbmFT_000084_000528_AT.wav,austrian one two eight xray contact vienna one three one decimal three five zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-0mbmFT_000613_000880_PI.wav,three one three five zero austrian one two eight xray,-1,-1
dataset/UWB/uwb-atcc_ACCU-0mbmFT_001278_002032_PIAT.wav,praha radar qatari six zero five five request go ahead fl three four zero for qatari six zero five five,-1,-1
dataset/UWB/uwb-atcc_ACCU-0mbmFT_002275_002647_AT.wav,qatari six zero five five now proceed to norku,-1,-1
dataset/UWB/uwb-atcc_ACCU-0mbmFT_002688_003099_AT.wav,and expect climb in five minutes,-1,-1
dataset/UWB/uwb-atcc_ACCU-0mbmFT_003224_003482_PI.wav,ok six zero five five direct thank you,-1,-1
dataset/UWB/uwb-atcc_ACCU-0mbmFT_004486_004939_AT.wav,air malta nine six nine one contact praha one two seven decimal one two five go,-1,-1
dataset/UWB/uwb-atcc_ACCU-0mbmFT_005013_005131_PI.wav,one two seven one two fi,-1,-1
dataset/UWB/uwb-atcc_ACCU-0mbmFT_005154_005358_PI.wav,air malta nine six nine five diky bye bye,-1,-1
dataset/UWB/uwb-atcc_ACCU-0NI4Kx_000000_000520_AT.wav,scandinavian one six six five contact praha one three five decimal one three five good bye,-1,-1
dataset/UWB/uwb-atcc_ACCU-0NI4Kx_000586_000869_PI.wav,three five one three five scandinavian one six six,-1,-1
dataset/UWB/uwb-atcc_ACCU-0pq4ta_000000_000560_AT.wav,csa two sierra lima contact praha one three three decimal four one zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-0pq4ta_000617_001101_AT.wav,four one zero csa two sierra lima,-1,-1
dataset/UWB/uwb-atcc_ACCU-0qflkt_000108_000703_AT.wav,air berlin eight two eight three contact two three descend flight level two nine zero level by l,-1,-1
dataset/UWB/uwb-atcc_ACCU-0qflkt_001726_001972_AT.wav,lufthansa two five three nine hello praha radar con,-1,-1
dataset/UWB/uwb-atcc_ACCU-0qflkt_002309_002827_PI.wav,air berlin eight two eight three descend flight level two nine zero level by ledko,-1,-1
dataset/UWB/uwb-atcc_ACCU-0qflkt_002915_003368_PI.wav,letko flight level two nine zero air berlin eight two eight three,-1,-1
dataset/UWB/uwb-atcc_ACCU-0qflkt_003736_004137_AT.wav,four six three reach level three hundred before passing rapet,-1,-1
dataset/UWB/uwb-atcc_ACCU-0qflkt_004227_004585_PI.wav,four six three level three zero zero before rapet,-1,-1
dataset/UWB/uwb-atcc_ACCU-0quPVg_000209_000631_AT.wav,ryan air nine one seven three contact praha one three four decimal,-1,-1
dataset/UWB/uwb-atcc_ACCU-0quPVg_000661_000785_AT.wav,nine zero good bye,155,2
dataset/UWB/uwb-atcc_ACCU-0quPVg_000851_001264_PI.wav,one three four five nine zero thank you very much have a nice day ryan air nine one seven three,-1,-1
dataset/UWB/uwb-atcc_ACCU-0RzlJB_000000_000503_PI.wav,praha radar lufthansa two five five zero passing level two three three climbing level two eight zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-0RzlJB_000612_001058_AT.wav,lufthansa two five five zero hello radar contact climb to flight level three three zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-0RzlJB_001091_001326_PI.wav,lufthansa two five five zero climb level three three zero,-1,-1
dataset/UWB/uwb-atcc_ACCU-0RzlJB_001591_002077_AT.wav,seven eight nine contact praha one three five one three five,-1,-1
dataset/UWB/uwb-atcc_ACCU-0RzlJB_002306_002703_PI.wav,praha one three five one three five seven nine,-1,-1
dataset/UWB/uwb-atcc_ACCU-0RzlJB_002754_003234_AT.wav,lufthansa seven seven papa contact rhein one three six four zero five bye bye,-1,-1
dataset/UWB/uwb-atcc_ACCU-0RzlJB_003456_003965_PI.wav,lufthansa seven seven papa one three six four zero five thank you bye bye,-1,-1
dataset/UWB/uwb-atcc_ACCU-0ScD9T_000095_000289_PI.wav,praha radar good morning asterix four,-1,-1
dataset/UWB/uwb-atcc_ACCU-0ScD9T_000392_000738_PI.wav,passing two four six climbing two eight zero inbound kuvix,-1,-1
dataset/UWB/uwb-atcc_ACCU-0ScD9T_000738_001418_PIAT.wav,asterix four one five praha hello radar contact climb flight level three four zero flight level three four zero thank you asterix four five,-1,-1
dataset/UWB/uwb-atcc_ACCU-0ScD9T_001418_001830_AT.wav,lufthansa two four three five contact praha one three five decimal one three five,-1,-1
dataset/UWB/uwb-atcc_ACCU-0ScD9T_001913_002267_PI.wav,lufthansa two four three five one three five one three five bye,-1,-1
dataset/UWB/uwb-atcc_ACCU-0vGPnl_000343_000760_PI.wav,lufthansa five five hotel request level three six zero for cruising,-1,-1
dataset/UWB/uwb-atcc_ACCU-0vGPnl_000825_001009_AT.wav,expect after passing kilnu,-1,-1
